,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A Deductions 
"$50,000 or more      ",48,119,35,"3,457",48,"2,953",41,58,47,492,**        ,--        ,22
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
93950,"8,460","13,914","3,134","389,491","6,093","223,902","5,520","17,817","7,465","59,176","1,951",13,"3,025"
"Under $10,000        ","1,429","1,218",185,"2,646",895,"4,480",634,715,679,338,282,**        ,142
"$10,000 under $25,000","2,044","2,796",461,"35,307","1,373","21,069","1,100","2,466","1,843","2,901",427,*       13,316
"$25,000 under $50,000","2,358","3,888",850,"85,502","1,830","58,685","1,534","3,540","2,324","9,716",458,**        ,678
"$50,000 or more      ","2,629","6,012","1,638","266,036","1,995","139,668","2,252","11,096","2,619","46,221",784,**        ,"1,889"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
93953,"2,574","4,424",758,"404,785","1,373","113,073","2,145","32,130","2,307","86,835",637,**        ,"1,593"
"Under $10,000        ",370,284,32,"-12,205",206,"1,541",218,897,171,107,58,--        ,65
"$10,000 under $25,000",320,410,44,"5,502",171,"2,460",227,702,284,403,58,--        ,97
"$25,000 under $50,000",440,705,109,"16,188",238,"7,466",341,"1,525",417,"1,758",92,**        ,197
"$50,000 or more      ","1,444","3,025",573,"395,300",758,"101,606","1,359","29,006","1,435","84,567",429,**        ,"1,234"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
93954,130,334,169,"3,643",110,"2,302",45,364,82,335,**        ,13,21
"Under $10,000        ",30,48,20,101,24,125,**        ,**        ,**        ,**          ,**        ,*       13,**        
"$10,000 under $25,000",55,146,77,976,49,806,*       18,*       24,*       41,*         42,**        ,**        ,**        
"$25,000 under $50,000",35,112,61,"1,325",*       37,"*      1,371",17,16,31,105,**        ,**        ,*       21
"$50,000 or more      ",10,28,11,"1,241",**        ,**          ,10,324,10,188,--        ,**        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
93955,"11,879","25,541","9,409","345,176","10,457","284,420","5,099","6,386","9,275","32,996","1,566",**        ,"2,669"
"Under $10,000        ","2,341","3,016",966,"11,729","1,888","10,455",473,368,877,357,323,**        ,98
"$10,000 under $25,000","4,147","8,484","3,220","71,626","3,614","59,871","1,307","1,467","3,139","3,828",439,--        ,391
"$25,000 under $50,000","3,551","8,892","3,428","126,314","3,235","107,953","1,865","2,164","3,422","10,795",464,**        ,"1,010"
"$50,000 or more      ","1,840","5,149","1,795","135,507","1,720","106,141","1,454","2,387","1,837","18,016",340,**        ,"1,170"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
93960,"4,083","10,718","5,152","113,149","3,841","92,546","1,473","2,313","2,588","10,111",238,43,880
"Under $10,000        ",865,"1,382",592,"4,683",790,"4,571",130,206,234,76,49,*       16,14
"$10,000 under $25,000","1,639","4,337","2,234","27,103","1,564","23,496",406,296,869,875,61,**        ,111
"$25,000 under $50,000","1,040","3,299","1,608","36,520",999,"33,184",513,319,946,"2,495",70,**        ,353
"$50,000 or more      ",539,"1,700",718,"44,843",488,"31,295",424,"1,492",539,"6,665",58,27,402
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
93962,374,827,314,"14,547",328,"12,082",202,386,310,"1,744",51,**        ,118
"Under $10,000        ",63,71,19,177,45,338,24,16,28,11,**        ,**        ,*       12
"$10,000 under $25,000",92,193,76,"1,559",78,"1,184",32,32,66,77,**        ,--        ,**        
"$25,000 under $50,000",114,256,100,"4,179",110,"3,858",54,102,111,378,*       24,--        ,35
"$50,000 or more      ",105,307,119,"8,632",95,"6,702",92,236,105,"1,278",27,**        ,71
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94000,48,68,17,"2,089",43,"1,567",21,24,34,370,**        ,**        ,15
"Under $10,000        ",14,13,5,65,12,57,*       10,*        5,**        ,**          ,--        ,--        ,--        
"$10,000 under $25,000",*       18,*       21,*        1,*        448,*       16,*        422,**        ,**        ,*       18,*         48,**        ,**        ,**        
"$25,000 under $50,000",**        ,**        ,**        ,**          ,**        ,**          ,**        ,**        ,**        ,**          ,--        ,--        ,**        
"$50,000 or more      ",16,34,11,"1,576",15,"1,088",11,19,16,322,**        ,--        ,*       15
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94002,"13,428","23,336","5,548","1,018,241","11,009","717,450","9,453","30,161","12,272","187,426","2,335",22,"6,163"
"Under $10,000        ","1,807","1,167",125,"2,745","1,218","6,379",852,"1,330",893,374,212,**        ,122
"$10,000 under $25,000","2,015","2,546",377,"35,280","1,476","24,142","1,076","2,076","1,826","2,915",276,--        ,274
"$25,000 under $50,000","3,223","4,810",876,"119,728","2,696","92,492","1,967","4,176","3,177","14,351",414,**        ,787
"$50,000 or more      ","6,383","14,813","4,170","860,488","5,619","594,437","5,558","22,579","6,376","169,786","1,433",*       22,"4,980"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94005,"1,908","3,104",710,"99,856","1,609","75,281","1,211","2,610","1,742","16,232",378,**        ,753
"Under $10,000        ",270,233,26,744,175,930,118,81,129,88,67,--        ,22
"$10,000 under $25,000",366,455,71,"6,373",277,"4,614",185,395,346,534,59,**        ,51
"$25,000 under $50,000",588,883,181,"21,501",526,"18,293",338,375,585,"2,564",86,**        ,164
"$50,000 or more      ",684,"1,533",432,"71,238",631,"51,444",570,"1,759",682,"13,046",166,**        ,516
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94010,"20,965","36,221","9,175","2,731,827","15,322","1,417,893","15,405","120,071","18,961","624,952","3,921",66,"9,844"
"Under $10,000        ","3,386","2,133",279,"-24,150","1,901","12,577","1,840","4,416","1,832",922,338,*       11,298
"$10,000 under $25,000","3,231","3,980",556,"55,899","2,151","33,943","1,922","5,098","2,942","4,620",451,**        ,473
"$25,000 under $50,000","4,475","6,660","1,261","164,985","3,608","121,318","2,858","9,546","4,366","19,901",624,**        ,"1,113"
"$50,000 or more      ","9,873","23,448","7,079","2,535,093","7,662","1,250,055","8,785","101,011","9,821","599,509","2,508",55,"7,960"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94011,685,"1,031",199,"49,639",485,"23,737",451,"2,270",610,"9,434",180,**        ,273
"Under $10,000        ",104,111,15,"-2,552",43,294,49,73,55,43,36,--        ,20
"$10,000 under $25,000",145,210,47,"2,574",103,"1,678",76,163,127,232,37,--        ,18
"$25,000 under $50,000",193,262,41,"7,070",158,"5,406",120,209,186,900,38,**        ,48
"$50,000 or more      ",243,448,96,"42,547",181,"16,359",206,"1,825",242,"8,259",69,**        ,187
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94014,"21,382","40,771","13,219","732,510","19,296","627,043","10,852","15,864","18,071","80,592","2,109",**        ,"5,780"
"Under $10,000        ","3,694","3,602",755,"15,838","3,035","16,534","1,002",717,"1,503",586,380,**        ,128
"$10,000 under $25,000","6,397","10,440","2,988","111,838","5,633","94,928","2,391","2,857","5,446","7,313",495,--        ,529
"$25,000 under $50,000","6,596","13,578","4,524","234,652","6,191","210,143","3,614","4,185","6,438","22,279",603,**        ,"1,810"
"$50,000 or more      ","4,695","13,151","4,952","370,182","4,437","305,438","3,845","8,105","4,684","50,414",631,**        ,"3,313"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94015,"29,659","54,555","16,256","1,182,078","25,758","950,465","17,310","34,536","25,719","147,091","3,422",17,"9,332"
"Under $10,000        ","5,162","4,212",704,"19,915","4,050","21,612","1,767","1,530","2,256",866,540,**        ,218
"$10,000 under $25,000","7,203","10,764","2,501","125,108","5,944","99,265","3,203","5,232","6,319","8,973",694,**        ,733
"$25,000 under $50,000","8,671","16,185","4,735","312,242","7,843","264,242","5,067","7,756","8,533","32,031",894,*       17,"2,329"
"$50,000 or more      ","8,623","23,394","8,316","724,813","7,921","565,346","7,273","20,018","8,611","105,221","1,294",**        ,"6,052"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94016,121,200,59,"3,440",109,"2,922",48,21,103,320,11,--        ,18
"Under $10,000        ",19,21,5,94,12,68,**        ,**        ,**        ,**          ,*       11,--        ,**        
"$10,000 under $25,000",49,74,21,873,46,751,*       17,*        4,*       50,*         67,**        ,--        ,**        
"$25,000 under $50,000",38,69,21,"1,326",36,"1,239",*       31,*       17,38,132,**        ,--        ,*       18
"$50,000 or more      ",15,36,12,"1,147",15,864,**        ,**        ,15,121,**        ,--        ,**        
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94017,424,761,263,"13,892",374,"12,497",207,211,373,"1,642",58,--        ,76
"Under $10,000        ",53,81,27,130,29,142,17,9,21,13,18,--        ,*       11
"$10,000 under $25,000",127,216,70,"2,336",109,"1,928",47,67,109,168,12,--        ,**        
"$25,000 under $50,000",169,267,84,"6,010",163,"5,633",87,80,168,657,15,--        ,34
"$50,000 or more      ",75,197,82,"5,416",73,"4,794",56,55,75,804,13,--        ,31
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94018,"1,865","3,563","1,047","130,931","1,564","96,335","1,223","2,541","1,665","22,379",459,**        ,929
"Under $10,000        ",300,238,44,"1,057",217,"1,083",122,147,153,86,61,**        ,26
"$10,000 under $25,000",313,465,106,"5,357",240,"3,741",140,261,268,408,61,--        ,45
"$25,000 under $50,000",414,743,209,"15,123",341,"11,608",248,520,406,"1,621",88,--        ,141
"$50,000 or more      ",838,"2,117",688,"109,394",766,"79,903",713,"1,613",838,"20,264",249,**        ,717
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94019,"6,486","12,851","4,028","502,603","5,408","363,414","4,301","12,554","5,648","92,250","1,266",62,"3,093"
"Under $10,000        ","1,053",854,190,"1,191",764,"4,026",413,"2,022",503,262,133,**        ,64
"$10,000 under $25,000","1,182","1,968",619,"19,875",906,"14,324",520,"1,147",948,"1,322",133,*       18,141
"$25,000 under $50,000","1,364","2,762",912,"49,705","1,137","37,805",820,"1,593","1,316","5,109",231,11,432
"$50,000 or more      ","2,887","7,267","2,307","431,832","2,601","307,259","2,548","7,792","2,881","85,557",769,33,"2,456"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94020,817,"1,464",383,"59,440",679,"43,514",570,849,746,"10,545",199,12,407
"Under $10,000        ",113,66,11,347,72,348,53,24,58,19,14,**        ,**        
"$10,000 under $25,000",131,171,31,"2,249",92,"1,413",72,128,124,214,29,--        ,*       18
"$25,000 under $50,000",179,290,63,"6,700",157,"5,609",111,126,176,781,30,*       12,53
"$50,000 or more      ",394,937,278,"50,144",358,"36,144",334,571,388,"9,531",126,**        ,336
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94021,131,210,54,"6,628",108,"3,820",75,111,119,"1,043",24,**        ,43
"Under $10,000        ",26,22,5,112,18,104,**        ,**        ,17,6,**        ,**        ,**        
"$10,000 under $25,000",30,36,5,459,28,388,*       21,*       11,29,32,*       13,--        ,**        
"$25,000 under $50,000",33,59,16,"1,161",28,906,20,10,33,133,**        ,--        ,*       14
"$50,000 or more      ",42,93,28,"4,896",34,"2,422",34,90,40,872,11,**        ,29
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94022,"9,958","17,883","4,709","2,414,274","6,728","1,233,166","8,241","71,810","9,016","605,976","2,144",43,"5,972"
"Under $10,000        ","1,734",797,93,"-16,139",917,"6,485","1,051","2,567","1,000",545,130,**        ,160
"$10,000 under $25,000","1,119","1,178",90,"18,707",634,"8,493",796,"2,202",988,"1,548",149,**        ,221
"$25,000 under $50,000","1,257","1,704",211,"46,372",786,"25,041",918,"3,747","1,210","5,455",181,--        ,416
"$50,000 or more      ","5,848","14,204","4,315","2,365,334","4,391","1,193,147","5,476","63,294","5,818","598,428","1,684",*       43,"5,175"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94023,461,656,104,"53,999",301,"17,615",352,"3,076",415,"10,868",126,**        ,224
"Under $10,000        ",75,77,12,-366,31,379,47,62,40,29,25,**        ,15
"$10,000 under $25,000",78,90,9,"1,398",48,728,48,94,71,126,22,--        ,20
"$25,000 under $50,000",101,135,17,"3,796",78,"2,800",70,178,97,452,20,--        ,24
"$50,000 or more      ",207,354,66,"49,171",144,"13,708",187,"2,742",207,"10,261",59,--        ,165
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94024,"10,981","20,851","5,887","1,941,190","7,884","1,003,422","9,130","59,094","9,966","441,065","2,197",51,"6,591"
"Under $10,000        ","1,986",801,80,"-9,702","1,113","6,119","1,145","2,973","1,148",510,117,**        ,146
"$10,000 under $25,000","1,104","1,185",86,"18,481",671,"9,418",765,"2,087",987,"1,425",119,**        ,206
"$25,000 under $50,000","1,315","1,857",248,"48,481",860,"27,098",981,"3,732","1,277","5,714",198,**        ,412
"$50,000 or more      ","6,576","17,008","5,473","1,883,930","5,240","960,787","6,239","50,302","6,554","433,416","1,763",*       51,"5,827"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94025,"18,987","32,907","8,728","2,491,480","14,431","1,285,565","13,569","99,298","17,090","551,016","3,627",45,"9,655"
"Under $10,000        ","2,779","2,001",408,"4,395","1,604","8,389","1,294","1,418","1,410",650,276,*       10,214
"$10,000 under $25,000","2,939","4,238","1,048","50,581","2,107","33,134","1,488","3,013","2,532","3,805",414,**        ,485
"$25,000 under $50,000","3,696","5,920","1,474","136,553","2,926","98,050","2,373","5,600","3,594","16,071",521,**        ,"1,118"
"$50,000 or more      ","9,573","20,748","5,798","2,299,951","7,794","1,145,992","8,414","89,267","9,554","530,490","2,416",35,"7,838"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94026,773,"1,145",223,"77,637",541,"31,702",507,"4,688",702,"16,299",223,**        ,326
"Under $10,000        ",124,124,14,"-10,415",49,241,63,149,64,29,36,--        ,18
"$10,000 under $25,000",132,183,35,"2,322",91,"1,527",63,147,121,206,37,--        ,16
"$25,000 under $50,000",206,300,63,"7,662",171,"5,938",112,287,206,"1,018",56,**        ,48
"$50,000 or more      ",311,538,111,"78,068",230,"23,996",269,"4,105",311,"15,046",94,**        ,244
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94027,"3,738","6,568","1,815","2,009,863","2,318","638,605","3,108","94,644","3,394","499,956",797,33,"2,389"
"Under $10,000        ",694,284,27,"-15,215",289,"3,529",410,"1,235",422,243,37,**        ,82
"$10,000 under $25,000",362,332,24,"6,075",228,"3,021",242,567,322,531,34,--        ,59
"$25,000 under $50,000",409,471,43,"15,082",249,"7,654",309,"1,573",390,"1,833",64,**        ,164
"$50,000 or more      ","2,273","5,481","1,721","2,003,921","1,552","624,401","2,147","91,269","2,260","497,349",662,*       33,"2,084"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94028,"3,572","6,501","1,720","1,306,897","2,353","505,874","2,991","39,434","3,296","316,297",894,20,"2,363"
"Under $10,000        ",601,242,27,"-5,232",320,"2,482",356,643,401,255,47,--        ,57
"$10,000 under $25,000",345,356,36,"5,768",193,"2,663",228,634,300,478,44,--        ,82
"$25,000 under $50,000",373,512,65,"13,812",221,"7,190",292,"1,309",348,"1,473",57,**        ,168
"$50,000 or more      ","2,253","5,391","1,592","1,292,549","1,619","493,539","2,115","36,848","2,247","314,091",746,*       20,"2,056"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94030,"10,679","19,157","5,060","610,283","7,869","364,046","7,701","35,101","9,439","100,777","1,755",11,"4,144"
"Under $10,000        ","1,845","1,360",222,"1,243","1,183","7,351",944,"1,288",906,410,193,**        ,129
"$10,000 under $25,000","2,008","2,843",548,"34,870","1,352","21,495","1,179","3,384","1,774","2,730",255,*       11,265
"$25,000 under $50,000","2,607","4,454","1,053","95,191","2,026","66,759","1,774","5,901","2,554","10,597",370,**        ,675
"$50,000 or more      ","4,219","10,500","3,237","478,979","3,308","268,441","3,804","24,528","4,205","87,040",937,**        ,"3,075"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94035,220,317,71,"8,735",215,"8,048",109,139,208,"1,232",12,--        ,44
"Under $10,000        ",**        ,**        ,**        ,**          ,**        ,**          ,--        ,--        ,**        ,**          ,**        ,--        ,**        
"$10,000 under $25,000",*      109,*      128,*       17,"*      1,756",*      106,"*      1,749",25,15,*       98,*        137,*       12,--        ,**        
"$25,000 under $50,000",53,81,20,"1,929",53,"1,761",32,57,53,227,**        ,--        ,**        
"$50,000 or more      ",58,108,34,"5,050",56,"4,538",52,67,57,868,**        ,--        ,*       44
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94037,"1,250","2,501",781,"92,646","1,039","71,204",929,"1,666","1,121","16,025",339,10,750
"Under $10,000        ",182,115,22,124,126,606,92,57,81,31,25,--        ,17
"$10,000 under $25,000",184,255,59,"3,060",134,"2,100",101,117,161,272,40,--        ,40
"$25,000 under $50,000",230,383,93,"8,587",182,"5,722",163,358,226,"1,019",75,*       10,108
"$50,000 or more      ",654,"1,748",607,"80,875",597,"62,776",573,"1,134",653,"14,703",199,**        ,585
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94038,"1,397","2,726",856,"95,294","1,180","72,130",912,"1,648","1,245","16,281",328,**        ,677
"Under $10,000        ",208,126,23,461,142,628,80,65,100,72,28,--        ,14
"$10,000 under $25,000",268,402,104,"4,619",209,"3,432",118,148,227,373,50,--        ,45
"$25,000 under $50,000",299,597,191,"10,884",261,"8,543",174,207,297,"1,185",69,--        ,90
"$50,000 or more      ",622,"1,601",538,"79,330",568,"59,527",540,"1,228",621,"14,651",181,**        ,528
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94039,378,588,138,"20,473",343,"18,477",221,342,343,"3,741",64,**        ,132
"Under $10,000        ",37,44,9,"-1,368",26,152,14,15,18,8,**        ,**        ,**        
"$10,000 under $25,000",77,126,39,"1,352",61,"1,090",27,60,62,109,*       23,--        ,*       15
"$25,000 under $50,000",98,148,36,"3,465",94,"3,334",50,36,97,397,11,--        ,12
"$50,000 or more      ",166,270,54,"17,024",162,"13,901",130,231,166,"3,227",30,**        ,105
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94040,"15,138","25,628","6,197","1,107,352","12,741","820,683","10,156","25,991","13,683","209,770","2,076",19,"6,077"
"Under $10,000        ","1,977","1,543",267,"3,764","1,241","6,274",853,854,929,362,189,--        ,141
"$10,000 under $25,000","2,593","3,839",939,"45,013","2,063","33,708","1,209","2,312","2,248","3,266",294,**        ,290
"$25,000 under $50,000","3,602","5,657","1,213","132,932","3,154","109,415","2,112","3,706","3,552","15,806",368,**        ,729
"$50,000 or more      ","6,966","14,589","3,778","925,643","6,283","671,286","5,982","19,119","6,954","190,336","1,225",*       19,"4,917"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94041,"6,633","10,481","2,203","452,627","5,823","344,203","4,194","10,525","6,115","85,273",897,10,"2,340"
"Under $10,000        ",680,622,96,"2,175",470,"2,596",263,209,311,151,100,*       10,47
"$10,000 under $25,000","1,245","1,814",426,"21,860","1,004","17,061",537,985,"1,108","1,686",129,**        ,106
"$25,000 under $50,000","1,788","2,661",532,"65,985","1,600","56,087","1,029","1,558","1,777","8,181",200,--        ,290
"$50,000 or more      ","2,920","5,384","1,149","362,607","2,749","268,459","2,365","7,773","2,919","75,255",468,**        ,"1,897"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94042,350,527,97,"21,405",287,"13,769",222,852,319,"4,028",66,--        ,118
"Under $10,000        ",48,51,5,175,26,223,26,22,24,13,15,--        ,*       13
"$10,000 under $25,000",67,90,16,"1,255",54,911,33,28,64,116,12,--        ,**        
"$25,000 under $50,000",113,182,42,"4,066",96,"3,327",61,78,109,483,17,--        ,18
"$50,000 or more      ",122,204,34,"15,909",111,"9,308",102,724,122,"3,416",22,--        ,87
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94043,"14,111","23,384","5,644","833,523","12,697","695,986","8,985","13,356","12,838","142,358","1,866",17,"5,487"
"Under $10,000        ","1,571","1,368",226,"1,812","1,161","6,330",521,447,662,273,212,**        ,97
"$10,000 under $25,000","2,419","3,682",933,"42,657","2,025","34,595","1,022","1,484","2,110","3,082",242,**        ,239
"$25,000 under $50,000","3,911","6,452","1,657","144,238","3,607","125,700","2,260","2,534","3,860","16,652",451,**        ,875
"$50,000 or more      ","6,210","11,882","2,828","644,816","5,904","529,361","5,182","8,891","6,206","122,351",961,*       17,"4,276"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94044,"19,076","35,245","10,200","952,398","16,557","771,463","12,109","18,601","17,119","133,048","2,956",19,"8,164"
"Under $10,000        ","2,865","2,015",300,"10,240","2,154","10,866","1,116",905,"1,336",482,334,**        ,133
"$10,000 under $25,000","3,511","4,767",940,"60,877","2,751","44,884","1,548","2,421","3,172","4,678",421,**        ,444
"$25,000 under $50,000","5,121","8,715","2,282","188,122","4,557","155,475","3,016","3,797","5,042","20,517",661,**        ,"1,591"
"$50,000 or more      ","7,579","19,748","6,678","693,159","7,095","560,238","6,429","11,478","7,569","107,371","1,540",*       19,"5,996"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94060,753,"1,644",638,"33,117",624,"21,556",350,859,537,"5,441",135,23,181
"Under $10,000        ",154,213,83,-113,124,762,35,59,48,29,20,**        ,**        
"$10,000 under $25,000",260,601,275,"4,195",222,"3,494",70,67,158,223,30,*       12,*       20
"$25,000 under $50,000",167,443,185,"6,053",147,"5,123",94,165,159,531,27,**        ,38
"$50,000 or more      ",172,387,95,"22,982",131,"12,177",151,568,172,"4,658",58,11,123
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94061,"16,297","29,426","8,153","924,301","13,322","662,635","10,273","29,686","14,614","150,350","2,607",16,"5,961"
"Under $10,000        ","2,348","1,925",390,"7,522","1,677","9,027",901,863,"1,133",491,305,**        ,146
"$10,000 under $25,000","3,278","5,003","1,265","56,861","2,482","40,452","1,509","3,506","2,883","4,122",415,**        ,319
"$25,000 under $50,000","4,452","7,731","2,078","162,307","3,789","128,381","2,611","5,262","4,388","18,128",562,**        ,985
"$50,000 or more      ","6,219","14,767","4,420","697,611","5,374","484,775","5,252","20,055","6,210","127,609","1,325",*       16,"4,511"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94062,"13,184","23,272","5,849","2,040,789","10,022","1,004,002","9,769","71,029","11,969","447,523","2,911",89,"6,932"
"Under $10,000        ","2,052","1,201",132,"-45,932","1,187","7,691","1,041","4,731","1,097","1,172",256,**        ,190
"$10,000 under $25,000","1,868","2,324",367,"32,517","1,275","20,186","1,068","2,542","1,679","2,658",290,*       16,309
"$25,000 under $50,000","2,614","3,942",740,"96,214","2,047","68,598","1,693","4,086","2,558","11,408",464,**        ,766
"$50,000 or more      ","6,650","15,805","4,610","1,957,990","5,513","907,527","5,967","59,670","6,635","432,285","1,901",73,"5,667"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94063,"11,255","23,642","9,046","400,646","10,163","324,519","4,742","5,950","9,178","50,308","1,549",**        ,"2,550"
"Under $10,000        ","1,896","2,246",649,"5,759","1,546","8,529",376,332,756,366,280,**        ,67
"$10,000 under $25,000","3,694","7,494","3,008","64,233","3,268","54,637","1,036","1,150","2,885","3,923",478,--        ,263
"$25,000 under $50,000","3,448","8,207","3,356","122,103","3,253","109,492","1,631","1,368","3,326","11,570",430,--        ,764
"$50,000 or more      ","2,217","5,695","2,033","208,551","2,096","151,861","1,699","3,100","2,211","34,449",361,**        ,"1,456"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94064,834,"1,367",366,"37,055",700,"27,777",433,752,747,"5,857",174,**        ,241
"Under $10,000        ",113,122,19,540,63,415,53,60,59,33,38,**        ,**        
"$10,000 under $25,000",213,325,98,"3,722",175,"3,016",63,91,183,304,32,--        ,*       33
"$25,000 under $50,000",282,481,134,"10,217",259,"8,959",150,213,280,"1,204",43,--        ,55
"$50,000 or more      ",226,439,115,"22,576",203,"15,387",167,388,225,"4,316",61,**        ,153
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94065,"5,332","9,349","2,152","547,916","4,642","416,108","4,087","11,349","4,945","104,904","1,010",**        ,"3,667"
"Under $10,000        ",608,415,65,"-5,329",394,"2,845",306,500,296,260,66,**        ,66
"$10,000 under $25,000",480,615,115,"8,275",360,"5,813",230,579,425,680,88,--        ,122
"$25,000 under $50,000",816,"1,195",227,"30,931",679,"24,004",551,976,801,"3,614",148,--        ,389
"$50,000 or more      ","3,428","7,124","1,745","514,039","3,209","383,446","3,000","9,294","3,423","100,350",708,**        ,"3,090"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94066,"19,832","36,353","10,505","886,978","16,960","694,908","12,401","26,011","17,642","120,577","2,627",16,"7,279"
"Under $10,000        ","2,896","2,208",377,"11,296","2,186","11,581","1,153",951,"1,339",542,303,**        ,143
"$10,000 under $25,000","4,367","6,587","1,611","76,468","3,461","57,169","1,996","3,994","3,839","5,610",459,**        ,520
"$25,000 under $50,000","5,935","10,492","2,843","216,884","5,269","179,508","3,607","5,986","5,835","23,356",622,**        ,"1,798"
"$50,000 or more      ","6,634","17,066","5,674","582,330","6,044","446,650","5,645","15,080","6,629","91,069","1,243",*       16,"4,818"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94070,"15,095","27,205","6,822","1,291,661","11,716","875,798","11,397","41,742","13,857","248,679","2,971",29,"7,924"
"Under $10,000        ","2,113","1,227",139,"2,884","1,303","7,298","1,105","1,425","1,133",665,245,**        ,173
"$10,000 under $25,000","2,013","2,539",331,"34,894","1,282","20,567","1,240","3,521","1,809","2,746",263,**        ,335
"$25,000 under $50,000","3,048","4,470",756,"112,712","2,351","77,436","2,047","6,324","2,999","13,509",481,**        ,879
"$50,000 or more      ","7,921","18,969","5,596","1,141,171","6,780","770,497","7,005","30,472","7,916","231,759","1,982",*       29,"6,537"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94074,137,241,56,"6,206",111,"4,248",79,192,116,882,35,**        ,54
"Under $10,000        ",25,23,4,83,16,62,**        ,**        ,11,5,**        ,**        ,**        
"$10,000 under $25,000",40,55,8,734,32,548,*       25,*       27,35,61,*       22,--        ,*       16
"$25,000 under $50,000",27,44,7,"1,025",24,856,18,36,26,125,**        ,--        ,**        
"$50,000 or more      ",45,119,37,"4,364",39,"2,782",36,129,44,691,13,**        ,38
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          
94080,"27,865","53,689","17,069","1,179,615","23,899","928,549","16,421","34,328","24,154","153,178","3,198",24,"9,053"
"Under $10,000        ","4,716","3,887",760,"18,021","3,640","19,504","1,642","1,548","2,093",826,486,**        ,208
